Economic Sector,Status,Zipcode,Company,Job Title,Origin Country
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Information Security Analysts; Web Developers; and Computer Network Architects,INDIA
Finance,Certified,10018,HSBC SECURITIES (USA) INC.,Marketing Managers,BRAZIL
Other Economic Sector,Certified,10007,MOODYS ANALYTICS,Financial Analysts,INDIA
Retail,Certified,10017,AVON PRODUCTS; INC,Software Developers; Applications,INDONESIA
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,HUNGARY
Other Economic Sector,Certified,10022,BLOOMBERG L.P.,Software Developers; Applications,CHINA
Finance,Certified,10017,LAURION CAPITAL,Network and Computer Systems Administrators*,INDIA
Finance,Certified,10019,BARCLAYS CAPITAL SERVICES INC.,Computer Systems Analysts,INDIA
Retail,Certified,10017,AVON PRODUCTS; INC,Software Developers; Applications,INDIA
Health Care,Certified,11201,CCMS,Financial Managers,BURMA (MYANMAR)
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,CANADA
Other Economic Sector,Certified,10022,BLOOMBERG L.P.,Software Developers; Applications,CANADA
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Economists,GERMANY
Educational Services,Certified,11201,NEW YORK CITY COLLEGE OF TECHNOLOGY,Computer Science Teachers; Postsecondary,SOUTH KOREA
Educational Services,Certified,10032,COLUMBIA UNIVERSITY,Physicians and Surgeons; All Other,CANADA
Retail,Certified,10473,NY DRUGS INC.,Chemists,INDIA
Finance,Certified,10022,ZIFF BROTHERS INVESTMENTS,Financial Analysts,HONG KONG
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,INDIA
Other Economic Sector,Certified,10007,MOODYS ANALYTICS,Computer Systems Analysts,INDIA
Other Economic Sector,Certified,11415,DAG JEWISH DIRECTORIES; INC.,Desktop Publishers,ISRAEL
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,INDIA
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,CHINA
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,INDONESIA
Other Economic Sector,Certified,10022,BLOOMBERG L.P.,Software Developers; Applications,CHINA
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,PHILIPPINES
Other Economic Sector,Certified,10036,ADVANCE MAGAZINE PUBLISHERS INC. DBA COND NAST,Computer and Information Systems Managers,INDIA
Advanced Mfg,Certified,10013,OLIVIER CHENG CATERING AND EVENTS; LLC,Graphic Designers,HONG KONG
Other Economic Sector,Certified,10014,PULSEPOINT; INC.,Software Developers; Applications,INDIA
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,PHILIPPINES
Retail,Certified,10017,AVON PRODUCTS; INC,Network and Computer Systems Administrators*,INDIA
Other Economic Sector,Certified,10038,AMBROSE EMPLOYER GROUP; LLC,Computer Systems Analysts,INDIA
Finance,Certified,10010,CREDIT SUISSE SECURITIES (USA) LLC,Computer Systems Analysts,INDIA
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Information Security Analysts; Web Developers; and Computer Network Architects,INDIA
undefined,Denied,11432,SAROJ GUPTA; MD,Medical Secretaries,PHILIPPINES
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,SOUTH KOREA
Other Economic Sector,Certified,10017,CLAIRE ROSENSTEIN,Personal Care Aides,PHILIPPINES
Other Economic Sector,Certified,10022,BLOOMBERG L.P.,Software Developers; Applications,INDIA
Finance,Certified,10005,VALIDUS SERVICES; INC,Insurance Underwriters,COLOMBIA
Advanced Mfg,Certified,11104,LUZ MARINA RODRIGUEZ D/B/A CAFE COLOMBIA BAKERY,Bakers,VENEZUELA
Finance,Certified,10004,THE GUARDIAN LIFE INSURANCE CO. OF AMERICA,Computer Systems Analysts,INDIA
Other Economic Sector,Certified,10016,HMS,Software Developers; Applications,INDIA
Finance,Certified,10036,STANDARD CHARTERED BANK,Financial Managers,CHINA
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,INDIA
IT,Certified,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Network and Computer Systems Administrators*,INDIA
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,TAIWAN
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,CANADA
Other Economic Sector,Certified,10036,THOMSON REUTERS MARKETS LLC,Software Developers; Applications,INDIA
Finance,Certified,10018,THE NEW YORK TIMES COMPANY,Software Developers; Applications,CANADA
Other Economic Sector,Certified,10012,SCHOLASTIC INC.,Software Developers; Applications,INDIA
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Operations Research Analysts,INDIA
Finance,Certified,10018,THE NEW YORK TIMES COMPANY,Software Developers; Applications,INDIA
Other Economic Sector,Certified,10022,BLOOMBERG L.P.,Software Developers; Applications,INDIA
Other Economic Sector,Certified,10022,BLOOMBERG L.P.,Software Developers; Applications,CHINA
Other Economic Sector,Certified,10013,YERMAN & ASSOCIATES LLC,Executive Secretaries and Executive Administrative Assistants,CHINA
Advanced Mfg,Certified,11208,ULTRA FLEX PACKAGING CORP,Mechanical Engineers,INDIA
Other Economic Sector,Certified,10022,BLOOMBERG L.P.,Software Developers; Applications,CHINA
Other Economic Sector,Certified,10006,HANNUM FERETIC PRENDERGAST & MERLINO LLC,Paralegals and Legal Assistants*,TAIWAN
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,SOUTH KOREA
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Logisticians,INDIA
Other Economic Sector,Certified,10036,THOMSON REUTERS MARKETS LLC,Editors,SINGAPORE
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,SOUTH KOREA
Health Care,Certified,11101,ALLIEDMEDIX RESOURCES INC,Occupational Therapists,PHILIPPINES
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,CANADA
Health Care,Certified,11101,ALLIEDMEDIX RESOURCES INC,Occupational Therapists,PHILIPPINES
Health Care,Certified,11101,ALLIEDMEDIX RESOURCES INC,Occupational Therapists,PHILIPPINES
Finance,Certified,10036,MORGAN STANLEY & CO. LLC,Financial Analysts,CHINA
Other Economic Sector,Certified,11360,THE GRACE KOREAN PRESBETERIAN CHURCH,Clergy,SOUTH KOREA
Other Economic Sector,Certified,10010,MADISON LOGIC INC,Software Developers; Applications,INDIA
Finance,Certified,10022,CITIGROUP GLOBAL MARKETS INC.,Financial Managers,BRAZIL
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Management Analysts,INDIA
Other Economic Sector,Certified,11354,CHARLES C KHYM & COMPANY; PC,Technical Writers,SOUTH KOREA
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,INDIA
Other Economic Sector,Certified,10003,HORTON LEES BROGDEN LIGHTING DESIGN INC.,Interior Designers,JAPAN
Finance,Certified,10119,PRISMA CAPITAL PARTNERS LP,Financial Managers,CANADA
Educational Services,Certified,10019,JOHN JAY COLLEGE OF CRIMINAL JUSTICE,Mathematical Science Teachers; Postsecondary,CHINA
Health Care,Certified,11101,ALLIEDMEDIX RESOURCES INC,Occupational Therapists,PHILIPPINES
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,CHINA
Finance,Certified,10007,MOODYS INVESTORS SERVICE; INC.,Financial Analysts,INDIA
IT,Certified,11427,LIIAMRA BUSINESS STRATEGIES INC,Software Developers; Applications,PAKISTAN
Health Care,Certified,10029,PHYSICIAN AFFILIATE GROUP OF NEW YORK,Obstetricians and Gynecologists,IRAN
Other Economic Sector,Certified,10022,BLOOMBERG L.P.,Software Developers; Applications,INDIA
Finance,Certified,10017,BANK OF CHINA,Financial Analysts,CHINA
IT,Certified,10001,OPENWAVE COMPUTING LLC,Human Resources; Training; and Labor Relations Specialists; All Other*,INDIA
Other Economic Sector,Certified,10014,WOLFF OLINS LLC,Marketing Managers,SOUTH AFRICA
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,DOMINICA
Other Economic Sector,Certified,10457,BURNSIDE LAUNDROMAT;INC,Tailors; Dressmakers; and Custom Sewers,SOUTH KOREA
Other Economic Sector,Certified,10018,BY DESIGN LLC,Budget Analysts,SOUTH KOREA
undefined,Certified,11218,KINGS READY MIX INC.,Heavy and Tractor-Trailer Truck Drivers,ECUADOR
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,SOUTH KOREA
Finance,Certified,10022,ALLEN & COMPANY LLC,Computer Programmers,INDIA
Other Economic Sector,Certified,11354,HAN MA UM ZEN CENTER OF NEW YORK; INC.,Curators,SOUTH KOREA
Other Economic Sector,Certified,10036,VIACOM INTERNATIONAL; INC. (D/B/A VIACOM MEDIA NET,Computer and Information Systems Managers,INDIA
Advanced Mfg,Certified,10017,PFIZER INC,Biochemists and Biophysicists,UNITED KINGDOM
Other Economic Sector,Certified,10010,TNS CUSTOM RESEARCH,Software Developers; Applications,CANADA
Health Care,Certified,11101,ALLIEDMEDIX RESOURCES INC,Speech-Language Pathologists,SURINAME
Other Economic Sector,Certified,10012,STUDIO ONE NETWORKS; INC.,Editors,GREECE
IT,Certified,10001,MAJESCOMASTEK,Software Developers; Applications,INDIA
Hospitality,Certified,10001,FAREPORTAL; INC.,Chief Executives,INDIA
Health Care,Certified,10029,MOUNT SINAI MEDICAL CENTER,Software Developers; Applications,INDIA
Other Economic Sector,Certified,10001,RICCI GREENE ARCHITECTS; PC,Architectural and Civil Drafters,TAIWAN
Finance,Certified,10007,MOODYS INVESTORS SERVICE; INC.,Financial Analysts,SPAIN
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,INDIA
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,PHILIPPINES
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,INDIA
Advanced Mfg,Certified,11208,ULTRA FLEX PACKAGING CORP,Mechanical Engineers,INDIA
Advanced Mfg,Certified,11206,WOLSKI WOOD WORKS; INC.,Market Research Analysts and Marketing Specialists*,POLAND
Advanced Mfg,Certified,11208,ULTRA FLEX PACKAGING CORP,Mechanical Engineers,INDIA
Advanced Mfg,Certified,11208,ULTRA FLEX PACKAGING CORP,Mechanical Engineers,INDIA
Finance,Certified,10019,MACQUARIE HOLDINGS (USA) INC.,Securities; Commodities; and Financial Services Sales Agents,INDIA
Construction,Certified,11219,LIFTING SOLUTIONS CORP,Accountants,ISRAEL
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,NETHERLANDS
Other Economic Sector,Certified,10006,CLEARY GOTTLIEB STEEN & HAMILTON LLP,Lawyers,TAIWAN
Educational Services,Certified,10001,BLUEDATA INTERNATIONAL INSTITUTE,Instructional Coordinators,JAPAN
Advanced Mfg,Certified,11208,ULTRA FLEX PACKAGING CORP,Mechanical Engineers,INDIA
