mobile, california, 1
ossining, new york, 4
south brunswick, new jersey, 5
la mirada, california, 8
uvalde, texas, 6
albertson, new york, 2
wilkes barre, pennsylvania, 3
san juan capistrano, california, 5
chesterbrook, pennsylvania, 6
cerritos, california, 17
sugar land, texas, 45
oak park, illinois, 3
clare, michigan, 1
georgetown, connecticut, 1
greene, new york, 1
annapolis, maryland, 20
bowling green, ohio, 4
shirley, massachusetts, 1
globe, arizona, 1
norcross, georgia, 111
sherwood, oregon, 1
mayaguez, puerto rico, 1
fairview, kansas, 1
bucyrus, ohio, 1
san fancisco, california, 1
wauwatosa, wisconsin, 11
dolores, colorado, 1
san luis, arizona, 2
woodburn, oregon, 1
lewisburg, pennsylvania, 2
winter park, florida, 3
montvale, new jersey, 19
wobrun, massachusetts, 1
dfw airport, texas, 2
dinuba, california, 1
temecula, california, 2
flint, michigan, 6
midvale, utah, 2
norwalk, connecticut, 24
tualatin, oregon, 11
fountain valley, california, 10
secaucus, new jersey, 21
normal, alabama, 1
hull, iowa, 1
escalon, california, 1
niles, illinois, 6
waldorf, maryland, 1
cape coral, florida, 4
barrington, rhode island, 1
iowa city, iowa, 52
brambleton, virginia, 1
delano, california, 1
helena, montana, 1
orem, utah, 7
no. virginia, woodbridge, manassas, virginia, 1
normal, illinois, 3
chevy chase, maryland, 9
branford, connecticut, 1
schenectady, new york, 2
reston, virginia, 191
missouri, texas, 1
ft. defiance, arizona, 1
d/fw airport, texas, 1
moorestown, new jersey, 3
rolla, missouri, 5
mcgregor, texas, 1
augusta, georgia, 6
mount clemens, michigan, 1
fayetteville, california, 1
williamsville, new york, 15
greenbelt, maryland, 23
prospect, kentucky, 1
homewood, alabama, 1
grayling, michigan, 1
spearfish, south dakota, 1
carnegie, pennsylvania, 1
glen burnie, maryland, 2
saratoga, california, 1
farmington, new mexico, 2
roanoke, virginia, 30
bowling green, kentucky, 8
armonk, new york, 6
lawrenceville, new jersey, 7
gulfport, mississippi, 4
parsipanny, new jersey, 1
salem, new hampshire, 4
mahopac, new york, 1
kent, washington, 4
mcgehee, arkansas, 15
maple grove, minnesota, 5
wading river, new york, 1
leonia, california, 1
canton, georgia, 1
orchard park, new york, 1
warrensville hts., ohio, 1
irwindale, california, 3
ridgewood, new jersey, 2
jackson, michigan, 4
middlebury, connecticut, 3
new milford, new jersey, 1
ronkonkoma, new york, 2
foxborough, massachusetts, 1
palmdale, california, 4
south burlington, vermont, 54
bingham canyon, utah, 4
west hollywood, california, 8
baileyville, maine, 1
ellisville, missouri, 2
north babylon, new york, 2
dickinson, north dakota, 2
center valley, pennsylvania, 1
beaumont, texas, 5
raleigh, north carolina, 93
nesconset, new york, 1
baytown, texas, 3
greenville, pennsylvania, 1
canton, massachusetts, 6
sherman oaks, california, 4
amarillo, texas, 4
east newark, new jersey, 1
guaynabo, puerto rico, 4
east hanover, new jersey, 12
oakland park, florida, 1
marion, indiana, 2
granville, ohio, 2
bellevue, washington, 158
deerfield beach, florida, 5
naperville, indiana, 1
n. amityville, new york, 1
north chelmsford, massachusetts, 1
harriman, new york, 1
irvina, california, 1
manhasset, new york, 1
kilgore, texas, 1
st. pauls, north carolina, 2
lafayette, indiana, 5
ridgefield park, new jersey, 8
barrington, illinois, 3
seymour, indiana, 2
rockville, maryland, 83
abilene, texas, 3
espanola, new mexico, 9
lake balboa, california, 1
prince george, virginia, 2
capitol heights, maryland, 1
saticoy, california, 1
roseburg, oregon, 2
franklin, louisiana, 3
luverne, alabama, 4
alamo, texas, 1
greer, south carolina, 1
agoura hills, california, 6
leesburg, virginia, 3
sikeston, missouri, 1
port townsend, washington, 1
superior, arizona, 1
mims, florida, 1
town & country, missouri, 1
north aurora, illinois, 1
purcellville, virginia, 2
ashland, virginia, 7
absecon, new jersey, 1
pikeville, kentucky, 1
roseville, michigan, 1
boston heights, ohio, 1
saipan, northern mariana islands, 1
auburn, georgia, 1
athol, massachusetts, 1
oceanport, new jersey, 14
lancaster, new hampshire, 1
mableton, georgia, 1
morristown, new jersey, 19
kiln, mississippi, 1
rota, northern mariana islands, 1
la vergne, tennessee, 1
independence, ohio, 5
atlanta, georgia, 459
delaware, ohio, 2
philadelphia, mississippi, 1
surprise, arizona, 2
auburn, alabama, 14
sioux falls, south dakota, 16
hooksett, new hampshire, 1
donna, texas, 1
cameron, louisiana, 1
lake in the hills, illinois, 3
garrison, new york, 1
atchison, kansas, 1
claremore, oklahoma, 1
north canton, ohio, 3
marco island, florida, 1
landover, maryland, 2
ownesboro, kentucky, 1
grand rapids, michigan, 20
suite 101-a, florida, 1
richmond heights, ohio, 1
boxborough, massachusetts, 21
columbus, indiana, 48
randolph, massachusetts, 8
st petersburg, florida, 1
macon, georgia, 5
rome, new york, 1
prospect heights, illinois, 1
brewer, maine, 3
sudbury, massachusetts, 2
san jose, california, 996
new albany, mississippi, 1
hartselle, alabama, 1
sylacauga, alabama, 1
kasota, minnesota, 1
detroit, michigan, 109
elyria, ohio, 1
hamilton, missouri, 1
winslow, arizona, 2
thomasville, georgia, 3
morehead, kentucky, 3
scottsdale, arizona, 43
lumberton, north carolina, 2
jackson, mississippi, 9
coffeeville, mississippi, 1
monroe, new jersey, 3
victorville, california, 1
findlay, ohio, 2
paterson, new jersey, 4
pensacola, florida, 9
lynden, washington, 1
southington, connecticut, 5
south harwich, massachusetts, 2
pacifica, california, 2
newtown, pennsylvania, 61
centralia, illinois, 2
chantilly, virginia, 155
hammond, indiana, 2
sterling, kansas, 1
westfield center, ohio, 2
tewksbury, massachusetts, 7
jackonville, florida, 1
jackson, minnesota, 1
belmont, california, 29
euless, texas, 1
hyattsville, maryland, 5
brenham, texas, 2
boone, north carolina, 3
beavercreek, ohio, 2
aventura, florida, 1
sebring, florida, 1
hialeah gardens, florida, 1
lakeland, florida, 2
clinton, maryland, 1
hawthorne, new jersey, 2
hoopeston, illinois, 1
franklin, pennsylvania, 1
kennesaw, georgia, 13
orangevale, california, 1
auburn hills, michigan, 36
mountainville, new york, 1
lincolnshire, illinois, 12
dyer, indiana, 2
south plainfield,, new jersey, 1
indianola, pennsylvania, 3
pullman, washington, 5
thibodaux, louisiana, 1
town and country, missouri, 1
american fork, utah, 5
st. joseph, minnesota, 3
stanton, california, 4
carlin, nevada, 1
atlanta, california, 1
covington, kentucky, 2
howell, new jersey, 1
channelview, texas, 3
south el monte, california, 1
edison, california, 1
pine bluff, arkansas, 4
phoenix, arizona, 104
redwood city, california, 97
hobken, new jersey, 1
cullowhee, north carolina, 1
tuscaloosa, alabama, 2
suite 750, texas, 1
jamesport, new york, 1
alamosa, colorado, 2
parispanny, new jersey, 1
brunswick, maine, 1
medfield, massachusetts, 1
hickory, north carolina, 3
dunkirk, new york, 3
fairmont, west virginia, 5
atherton, california, 1
harlan, kentucky, 2
norwood, massachusetts, 22
wooster, ohio, 3
great neck, new york, 23
chestnut ridge, new york, 1
odessa, texas, 7
milpitas, california, 131
alanta, georgia, 1
grand island, new york, 1
hudson, wisconsin, 1
loving, new mexico, 1
aurora, oregon, 1
boise, idaho, 67
islip terrace, new york, 1
morgan hill, california, 3
cortland, new york, 4
albertville, alabama, 1
scarsdale, new york, 8
friendswood, texas, 1
san diego, california, 490
hagerman, new mexico, 1
fort madison, iowa, 1
dutch harbor, alaska, 1
decatur, alabama, 2
princeton jn., new jersey, 2
ventura, california, 5
arlington, texas, 16
dub,in, california, 1
jackson, wyoming, 2
port lavaca, texas, 1
aspen, colorado, 2
hartford, connecticut, 24
cranberry twp., pennsylvania, 1
la plata, maryland, 1
great falls, virginia, 1
virginia beach, virginia, 14
cold spring, new york, 2
berlin, wisconsin, 1
bar harbor, maine, 4
farmington, michigan, 26
stafford, virginia, 4
nyc, new york, 1
juno beach, florida, 1
venice, california, 10
lindsborg, kansas, 1
newnan, georgia, 5
baldwin, michigan, 1
2875 towerview rd, virginia, 1
norman, oklahoma, 9
falls church, virginia, 64
san franciso, california, 1
huntingdon valley, pennsylvania, 2
deland, florida, 2
waynesboro, pennsylvania, 4
wood dale, illinois, 1
hampton, georgia, 2
marina del rey, california, 7
middlebury, vermont, 1
, north carolina, 1
milan, tennessee, 1
darby, pennsylvania, 1
bloomsdale, missouri, 1
barberton, ohio, 1
cordele, georgia, 2
southborough, louisiana, 1
tracy, california, 17
camas, washington, 11
kensington, maryland, 3
calhoun, georgia, 2
crawfordsville, indiana, 2
kotzebue, alaska, 1
lufkin, texas, 2
west chester, ohio, 1
fillmore, california, 1
newton upper falls, massachusetts, 1
wellington, florida, 5
fort myers, florida, 14
west sacramento, california, 1
richboro, pennsylvania, 1
ottumwa, iowa, 2
greenwood, indiana, 1
aurora, illinois, 24
richmond heights, missouri, 1
high point, north carolina, 7
ft. worth, texas, 2
gold river, california, 1
holt, michigan, 1
carol stream, illinois, 2
yuba city, california, 1
tamuning, guam, 11
new rochelle, new york, 4
westport, connecticut, 16
greenlawn, new york, 1
marlborough, massachusetts, 33
cottage grove, oregon, 2
monongahela, pennsylvania, 3
roberta, georgia, 1
tamarac, florida, 3
cincinnati, ohio, 52
oxford, massachusetts, 2
fontana, california, 3
san bruno, california, 53
the villages, florida, 2
coconut grove, florida, 6
santee, california, 1
wiley, colorado, 2
bedford hills, new york, 1
chicago, illinois, 558
la porte, texas, 4
walpole, massachusetts, 2
larchmont, new york, 2
cuddebackville, new york, 1
broadlands, virginia, 1
shawnee, kansas, 7
stowe, vermont, 1
san fernando, california, 3
santa maria, california, 3
copperas cove, texas, 1
oak lawn, illinois, 1
saipan, cnmi, northern mariana islands, 1
greenville, mississippi, 1
mckinney, texas, 1
colorado city, texas, 1
old ocean, texas, 1
adairsville, georgia, 2
lavergne, tennessee, 1
st. paul, minnesota, 21
dadeville, alabama, 7
mill valley, california, 1
york, pennsylvania, 4
san jacinto, california, 2
plymouth meeting, pennsylvania, 4
west covina, california, 2
woodbridge, new jersey, 33
miamisburg, ohio, 7
rockland, massachusetts, 4
waldwick, new jersey, 2
whitesburg, kentucky, 1
melbourne, florida, 7
warwick, new york, 3
dearborn heights, michigan, 2
hermiston, oregon, 2
berwyn heights, maryland, 1
san antonio, california, 1
show low, arizona, 1
olympia fields, illinois, 2
1120 alps rd, new jersey, 1
woodhaven, new york, 1
lansdale, pennsylvania, 2
hutchinson, kansas, 2
leonardtown, maryland, 2
north hills, california, 2
beatrice, nebraska, 2
northbrook, illinois, 18
pinellas park, florida, 1
covington, georgia, 2
elko, nevada, 1
park ridge, illinois, 5
saint joseph, michigan, 2
vails gate, new york, 1
cupertino, california, 277
lathrup village, michigan, 1
arden, north carolina, 1
avon, ohio, 1
kingsport, tennessee, 5
eau claire, wisconsin, 3
rochester, michigan, 21
antioch, california, 6
tukwila, washington, 3
hazelwood, missouri, 2
warren township, new jersey, 6
sunnvyale, california, 1
murietta, california, 1
lena, illinois, 1
jupitor, florida, 1
south st. paul, minnesota, 1
saddle brook, new jersey, 10
levittown, pennsylvania, 3
stamford, connecticut, 75
warrington, pennsylvania, 1
norwell, massachusetts, 5
davie, florida, 10
cambridge, minnesota, 1
springfield gardens, new york, 2
citrus heights, california, 2
beacon, new york, 1
laurel, maryland, 8
radnor, pennsylvania, 3
whitehouse station, new jersey, 1
georgetown, kentucky, 1
mchenry, illinois, 5
elk grove village, illinois, 23
crookston, minnesota, 3
hyde park, massachusetts, 1
new hyde park, new york, 7
grand prairie, texas, 7
souderton, pennsylvania, 4
lorain, ohio, 1
lakewood, colorado, 3
brunswick, ohio, 2
fredonia, new york, 2
inglewood, california, 6
southborough, massachusetts, 25
wilmington, massachusetts, 4
lafayette, louisiana, 5
peabody, massachusetts, 2
greensboro, north carolina, 30
lake view terrace, california, 1
east walpole, massachusetts, 1
johnston, iowa, 3
queensbury, new york, 1
brooklyn new york, new york, 1
union city, california, 7
balch springs, texas, 5
laguna hills, california, 2
frankfort, kentucky, 1
wenonah, new jersey, 1
modesto, california, 9
new braunfels, texas, 2
mt. prospect, illinois, 5
woodcliff lake, new jersey, 9
el segundo, california, 70
martinsville, virginia, 1
101 longfellow hall, appian way, massachusetts, 1
washington, district of columbia, 234
cranbury, new jersey, 55
national harbor, maryland, 1
hobart, wisconsin, 1
pleasant prairie, wisconsin, 1
gettysburg, pennsylvania, 1
burlington, massachusetts, 85
del mar, california, 6
wayne, new jersey, 6
mercer island, washington, 1
davidson, north carolina, 3
fishers, indiana, 2
katy, texas, 20
marietta, georgia, 19
honolulu, hawaii, 27
excelsior springs, missouri, 1
lolita, texas, 1
campbell, california, 30
bellevue, nebraska, 3
sun city, arizona, 1
and cook county, illinois, 1
marlboro, new jersey, 3
jersey city, new jersey, 370
troy, north carolina, 1
wichita, kansas, 18
clemson, south carolina, 3
mission, texas, 2
millington, tennessee, 1
wildwood, new jersey, 1
beltsville, maryland, 4
darien, georgia, 1
coraopolis (moon township), pennsylvania, 1
canyon lake, california, 1
fraser, michigan, 1
rockville,, maryland, 1
montoursville, pennsylvania, 1
carlsbad, california, 42
mount prospect, illinois, 5
ladson, south carolina, 2
richmond, indiana, 1
thief river falls, minnesota, 2
victoria, texas, 3
salem, oregon, 12
fort scott, kansas, 1
glenmont, new york, 1
haverstraw, new york, 1
bettendorf, iowa, 1
aurora, colorado, 11
farmington hills, michigan, 394
mohave valley, arizona, 3
lincoln, nebraska, 17
brooklet, georgia, 2
hamilton, new jersey, 8
college point, new york, 8
providence, rhode island, 20
tinton falls, new jersey, 4
mill hall, pennsylvania, 1
arlington, virginia, 79
white oak, north carolina, 1
kissimmee, florida, 2
mastic, new york, 1
tinley park, illinois, 2
east millstone, new jersey, 2
inver grove heights, minnesota, 2
atascadero, california, 1
rogersville, tennessee, 1
flowery branch, georgia, 2
greenfield, massachusetts, 1
panorama city, california, 1
salisbury, maryland, 8
bronxville, new york, 2
davenport, iowa, 8
rochester, new york, 48
forest park, georgia, 3
cedar grove, new jersey, 2
douglaston, new york, 1
chadds ford, pennsylvania, 7
kettering, ohio, 9
cazenovia, new york, 1
tuckahoe, new york, 2
lamesa, texas, 1
whitman, massachusetts, 1
adelphi, missouri, 1
south williamson, kentucky, 2
rancho dominguez, california, 6
snellville,, georgia, 1
browns summit, north carolina, 1
elkton, maryland, 8
brentwood, tennessee, 9
easton, pennsylvania, 4
woodbridge, virginia, 5
lexington, massachusetts, 24
diamond bar, california, 17
san diego, texas, 1
east providence, rhode island, 2
allendale, south carolina, 1
north bend, oregon, 1
19 west street, new york, 1
johnston, rhode island, 1
norwood, new jersey, 5
middletown, connecticut, 2
springhouse, pennsylvania, 1
new paltz, new york, 2
oldsmar, florida, 6
circleville, new york, 1
upper marlboro, maryland, 3
wrentham, massachusetts, 1
hallandale beach, florida, 4
summerton, south carolina, 1
raymond, ohio, 5
grand island, nebraska, 1
doraville, atlanta, georgia, 1
new fairfield, connecticut, 1
clearwater, florida, 130
sun valley, california, 8
skokie, illinois, 12
rahway, new jersey, 2
columbus, ohio, 143
fort mill, south carolina, 4
harbor beach, michigan, 1
lader ranch, california, 1
mt. vernon, washington, 1
cedar falls, iowa, 7
caledonia, michigan, 2
rye brook, new york, 5
winnebago, nebraska, 1
orange, new jersey, 1
simi valley, california, 10
albert lea, minnesota, 2
hudson, massachusetts, 11
thornton, colorado, 3
commerce township, michigan, 1
ogden, kansas, 1
tysons corner, virginia, 23
highland park, michigan, 1
amagansett, new york, 1
roseland, new jersey, 11
lake providence, louisiana, 7
quogue, new york, 1
ajo, arizona, 6
chesterfield, missouri, 34
cleveland, tennessee, 1
cary, north carolina, 113
monmouth jct, new jersey, 24
killeen, texas, 3
milford, new hampshire, 1
stone mountain, georgia, 1
zanesville, ohio, 1
melrose park, illinois, 2
lebanon, new hampshire, 1
ft washington, maryland, 1
waco, texas, 5
south windsor, connecticut, 8
brownsville, texas, 8
fort kent, maine, 2
cheverly, maryland, 5
brookfield, connecticut, 2
newport beach, california, 31
durham, new hampshire, 3
pittsford, new york, 2
sparta, georgia, 1
anchorage, alaska, 6
round lake beach, illinois, 2
murrells inlet, south carolina, 1
dallas, georgia, 2
ft. lauderdale, florida, 11
montpelier, vermont, 1
southbury, connecticut, 1
glen allen, virginia, 19
caliente, nevada, 1
sevierville, tennessee, 1
fairfield, new jersey, 19
ridgecrest, california, 1
anna, ohio, 1
mountainside, new jersey, 1
la grande, oregon, 2
wilson, north carolina, 9
turlock, california, 4
liberty, texas, 2
brea, california, 30
benicia, california, 5
lincoln, illinois, 1
jefferson city, missouri, 7
palm desert, california, 5
mt. kisco, new york, 2
arlington, massachusetts, 1
morgan city, louisiana, 1
lexington, kentucky, 28
opelika, alabama, 4
chipley, florida, 1
lansing, illinois, 1
brattleboro, vermont, 1
sharon, massachusetts, 2
mount airy, north carolina, 2
san bernadino, california, 1
nettleton, mississippi, 1
kildeer, illinois, 4
newark, california, 50
mineola, new york, 17
goldson, north carolina, 1
oakdale, minnesota, 1
springfield, pennsylvania, 1
job_info_work_city, job_info_work_state, 1
irving,, texas, 2
mckeesport, pennsylvania, 1
long island city, new york, 56
coshocton, ohio, 1
hagatna, guam, 3
hawthorne, new york, 2
worthington, minnesota, 1
harwood heights, illinois, 1
carencro, louisiana, 1
test, alabama, 1
mayfield heights, ohio, 3
anaheim hills, california, 1
berrien springs, michigan, 4
vandalia, ohio, 1
dunn loring, virginia, 34
swarthmore, pennsylvania, 4
marksville, louisiana, 3
northborough, massachusetts, 3
dayton, ohio, 120
richland, mississippi, 1
gardner, massachusetts, 1
research triangle, north carolina, 1
bridgeville, pennsylvania, 2
meridian, idaho, 2
darien, illinois, 1
madison heights, michigan, 5
greenville, north carolina, 5
lambertville, new jersey, 1
saugus, massachusetts, 5
plainboro, new jersey, 1
appalachia, virginia, 1
bellaire, texas, 6
hayward, california, 8
sterling, virginia, 121
highland heights, ohio, 3
thousand oaks, california, 18
tallahassee, florida, 27
vance, alabama, 1
hancock, minnesota, 2
north andover, massachusetts, 4
parkland, florida, 2
chamblee, georgia, 2
tecumseh, michigan, 1
nassau bay, texas, 1
gaithersburg, maryland, 59
stevensville, maryland, 1
murrieta, california, 5
saxonburg, pennsylvania, 1
riverdale, maryland, 1
hastings, minnesota, 1
larchwood, iowa, 1
downington, pennsylvania, 1
corona, california, 12
west liberty, kentucky, 2
warrenton, north carolina, 1
mt. vernon, ohio, 6
clovis, new mexico, 1
laconia, new hampshire, 6
west bloomfield, michigan, 2
erlanger, kentucky, 3
terre haute, indiana, 4
creston, iowa, 1
lancaster, south carolina, 4
granger, indiana, 2
new britain, pennsylvania, 2
morrisville, north carolina, 41
suffolk, virginia, 1
livingston, new jersey, 6
boston, massachusetts, 297
rosharon, texas, 1
lake city, south carolina, 1
long beach, new york, 1
south milwaukee, wisconsin, 1
forest park, ohio, 1
greenville, south carolina, 17
festus, missouri, 1
saint petersburg, florida, 1
aberdeen, south dakota, 2
moon township, pennsylvania, 5
coralville, illinois, 1
princeton junction, new jersey, 16
hinsdale, illinois, 1
cranbury, pennsylvania, 5
signal hill, california, 3
tempe, arizona, 71
orient, ohio, 1
sleepy hollow, new york, 1
kingston, georgia, 1
rogers, arkansas, 7
humble, texas, 3
fairport, new york, 1
gretna, louisiana, 2
glenwood, maryland, 2
plentywood, montana, 2
ottawa, illinois, 1
southlake, maryland, 1
richardson, texas, 181
salem, virginia, 1
mount joy, pennsylvania, 1
thorofare, new jersey, 1
north chicago, illinois, 4
abington, pennsylvania, 9
teton village, wyoming, 1
navato, california, 1
morganville, new jersey, 11
salem, massachusetts, 1
lehi, utah, 20
decatur, illinois, 11
prince frederick, maryland, 6
hamden, connecticut, 2
malvern, arkansas, 1
fitchburg, massachusetts, 1
louisville, colorado, 3
kendall park, new jersey, 12
olney, maryland, 1
capitol heights,, maryland, 1
springfield, new jersey, 27
verona, wisconsin, 49
apple valley, california, 1
college park, maryland, 5
arkadelphia, arkansas, 1
northvale, new jersey, 2
winston-salem, north carolina, 16
south daytona, florida, 1
strongsville, ohio, 1
oshkosh, wisconsin, 2
taos, new mexico, 1
new london, new hampshire, 1
friona, texas, 1
lemon grove, california, 1
fishersville, virginia, 1
fayetteville, arkansas, 5
chelsea, massachusetts, 3
rock springs, wyoming, 1
houston, tennessee, 1
cedar rapids, iowa, 25
hackensack, new jersey, 17
cheraw, south carolina, 1
norridge, illinois, 1
los fresnos, texas, 1
moffett field, california, 4
carbondale, illinois, 2
westminster, colorado, 2
dunwoody, georgia, 1
montrose, colorado, 1
plainsville, ohio, 1
alamo height, texas, 1
centralia, washington, 1
tarrytown, new york, 13
charlotteville, virginia, 1
national city, california, 4
rock island, illinois, 3
olney, illinois, 1
league city, texas, 2
north kansas city, missouri, 36
white plains, new york, 35
madison hts, michigan, 1
fredericksburg, virginia, 6
mccalla, alabama, 5
dresher, pennsylvania, 1
natick, massachusetts, 44
unioncity, california, 1
orrville, ohio, 1
edinburg, texas, 6
tinnie, new mexico, 2
tumon, guam, 1
yigo, guam, 1
tucson, arizona, 35
presidio, texas, 8
ashland, kentucky, 3
ramsey, minnesota, 1
fremont, ohio, 1
smyrna, georgia, 1
pascagoula, mississippi, 1
roy, utah, 2
artesia, california, 1
butte, montana, 1
autryville, north carolina, 1
hudsonville, michigan, 1
golden, colorado, 1
centerville, virginia, 1
paragould, arkansas, 1
fosston, minnesota, 1
torrance, california, 122
twp of washington, new jersey, 1
lake oswego, oregon, 1
west palm beach, florida, 15
rosemount, minnesota, 1
gardena, california, 24
lewiston, maine, 4
cheshire, connecticut, 2
draper, utah, 3
stratford, connecticut, 1
millersville, maryland, 1
san pedro, california, 3
shelbyville, illinois, 1
university park, pennsylvania, 4
southlake, texas, 15
ft. white, florida, 1
cartersville, georgia, 1
petaluma, california, 5
warrenton, virginia, 2
corvallis, oregon, 10
littleton, massachusetts, 10
st. louis park, minnesota, 2
glendale, new york, 3
maynard, massachusetts, 2
franklin, wisconsin, 2
haymarket, virginia, 2
wildwood, florida, 1
bristow, virginia, 3
laveen, arizona, 1
fort wayne, indiana, 9
hollsopple, pennsylvania, 1
oak harbor, washington, 2
maywood, new jersey, 1
harrisonburg, virginia, 13
coventry, connecticut, 1
fond du lac, wisconsin, 2
mebane, north carolina, 3
johns creek, georgia, 20
medford, new jersey, 1
mccomb, mississippi, 2
marion, south carolina, 2
lathrop, california, 1
oakwood village, ohio, 1
safford, arizona, 2
lisle, illinois, 17
coon rapids, minnesota, 1
oakbrook terrace, illinois, 8
ponce, puerto rico, 1
sun city center, florida, 1
lodi, new jersey, 4
mountain view, california, 528
auburn, new york, 1
clifton, kansas, 1
glassboro, new jersey, 1
rivera beach, florida, 1
hagerstown, maryland, 4
hicksville, new york, 17
los alamitos, california, 2
walnut creek, california, 17
flagstaff, arizona, 4
hoboken, new jersey, 18
redmond, washington, 604
webster, massachusetts, 1
galloway, new jersey, 3
hadley, massachusetts, 1
fair lawn, new jersey, 1
lake forest, illinois, 15
horsham, pennsylvania, 9
lebanon, virginia, 3
mission hills, california, 1
indiana, pennsylvania, 1
willcox, arizona, 3
bellmawr, new jersey, 1
wilton, connecticut, 8
aubrey, texas, 1
waite park, minnesota, 1
calumet city, illinois, 1
walnut ridge, arkansas, 1
mt. vernon, illinois, 1
milford, connecticut, 7
west reading, pennsylvania, 7
hopkins, minnesota, 2
jackson heights, new york, 9
okeechobee, florida, 1
eatontown, new jersey, 8
visalia, california, 4
grand junction, colorado, 1
idabel, oklahoma, 1
redmond, vermont, 1
commerce, california, 11
carnegie [pittsburgh msa], pennsylvania, 1
colonial, new jersey, 1
feasterville, pennsylvania, 10
rockville, virginia, 3
matawan, new jersey, 16
fort lauderdale, florida, 52
la quinta, california, 1
st. peter, minnesota, 1
sioux city, iowa, 2
montebello, california, 4
lawrenceville, georgia, 46
rossville, georgia, 1
watermill, new york, 1
bartlett, tennessee, 8
madison, new jersey, 2
petersburg, virginia, 2
glen mills, pennsylvania, 3
west mifflin, pennsylvania, 2
jersey, new jersey, 1
east elmhurst, new york, 2
clifton, new jersey, 14
riverdale, illinois, 1
guilford, connecticut, 1
grand terrace, california, 1
portland, oregon, 49
mckenzie, tennessee, 1
vernon hills, illinois, 21
seneca falls, new york, 1
west allis, wisconsin, 1
darien, connecticut, 3
hamlet, north carolina, 1
roseville, minnesota, 3
pontiac, michigan, 7
fridley, michigan, 1
skowhegan, maine, 3
brookline, massachusetts, 2
chattanooga, tennessee, 13
santa clarita, california, 5
smithfield, north carolina, 3
boerne, texas, 3
princeton, new jersey, 245
new brighton, minnesota, 1
mount pleasant, south carolina, 1
alhambra, california, 5
cody, wyoming, 1
mossville, illinois, 12
notre dame, indiana, 5
clarksville, arkansas, 1
temple, texas, 2
evanston, wyoming, 1
floral park, new york, 2
newport news, virginia, 9
liberty, south carolina, 1
ardsley, new york, 1
renton, washington, 7
freeport, texas, 1
bethpage, new york, 5
phelan, california, 1
aurora, ohio, 2
carolina, puerto rico, 1
ramsey, new jersey, 2
watauga, texas, 1
erie, pennsylvania, 15
durant, , 1
belmar, new jersey, 1
riverside, california, 12
eunice, louisiana, 3
belle vernon, pennsylvania, 1
bala cynwyd, pennsylvania, 14
fairless hills, pennsylvania, 55
roseville, california, 20
greenville, alabama, 5
greenville, ohio, 1
moorpark, california, 3
wheatland, wyoming, 8
rancho santa fe, california, 1
lutherville, maryland, 1
queens village, new york, 1
beachwood, ohio, 1
chesterfield, virginia, 1
morgantown, west virginia, 10
williston, north dakota, 4
flower mound, texas, 8
dayton, texas, 10
carlisle, pennsylvania, 2
south portland, maine, 1
miramar, florida, 10
greenwood lake, new york, 1
tigard, oregon, 1
cortez, colorado, 1
montgomery, new jersey, 4
north riverside rd., illinois, 1
cedar city, utah, 1
marinette, wisconsin, 1
waller, texas, 1
st. louis, missouri, 85
conroe, texas, 4
rdewood shores, california, 1
manalapan, new jersey, 6
pembroke, north carolina, 1
woodland hills, california, 21
aloha, oregon, 4
pittsburg, texas, 1
farmers branch, texas, 1
peoria, arizona, 4
linthicum, maryland, 1
williamstown, massachusetts, 3
palatine, illinois, 13
haverhill, massachusetts, 1
cumberland, maryland, 9
harlem, montana, 1
springfield, massachusetts, 18
simsbury, connecticut, 3
menands, new york, 1
oberlin, ohio, 4
warminster, pennsylvania, 7
waverly, iowa, 1
pocatello, idaho, 1
green river, wyoming, 1
st. louis, north carolina, 1
san juan bautista, california, 1
maitland, florida, 2
hays, kansas, 2
mira loma, california, 1
palo verde, california, 1
shippensburg, pennsylvania, 5
huntley, illinois, 1
lafayette, california, 3
moraga, california, 1
lancaster, texas, 1
maspeth, new york, 10
burlington, vermont, 1
englewood, florida, 1
whitehall, pennsylvania, 1
everett, washington, 58
east stroudsburg, pennsylvania, 2
tuscon, arizona, 2
bartlett, illinois, 1
commerce city, colorado, 1
east syracuse, new york, 5
womelsdorf, pennsylvania, 1
romulus, michigan, 2
harrison, new york, 2
hackettstown, new jersey, 5
brunswick, georgia, 1
golden valley, minnesota, 14
lemoyne, pennsylvania, 2
warrensville heights, ohio, 1
canton, missouri, 1
monmouth, illinois, 3
bryn mawr, pennsylvania, 4
key west, florida, 1
center reach, new york, 1
brighton, massachusetts, 1
berkeley heights, new jersey, 6
williamson, west virginia, 1
knoxville, tennessee, 11
chesterfield, michigan, 1
fombell, pennsylvania, 2
seminole, texas, 10
bridgeport, connecticut, 7
brawley, california, 4
kerman, california, 1
bristol, connecticut, 3
washington, west virginia, 1
riverdale, georgia, 1
southfield, michigan, 135
dexter, michigan, 1
wetumpka, alabama, 1
mojave, california, 2
pleasant hill, california, 13
costa mesa, california, 31
greenwood village,, colorado, 1
san marcos, texas, 3
rancho cordova, california, 11
monsey, new york, 2
hartford, wisconsin, 1
brooklyn center, minnesota, 1
lynwood, california, 2
cranberry township, pennsylvania, 11
lubbock, texas, 10
wake forest, north carolina, 1
plainfield, illinois, 1
del rio, texas, 1
gloucester, massachusetts, 4
